R_fighter,B_fighter,title_bout,date,weight_class,Winner
Ricardo Ramos,Lerone Murphy,False,2020-07-15,Featherweight,Blue
Jimmie Rivera,Cody Stamann,False,2020-07-15,Featherweight,Red
Calvin Kattar,Dan Ige,False,2020-07-15,Featherweight,Red
Abdul Razak Alhassan,Mounir Lazzez,False,2020-07-15,Welterweight,Blue
Tim Elliott,Ryan Benoit,False,2020-07-15,Flyweight,Red
Diana Belbita,Liana Jojua,False,2020-07-15,WomenFlyweight,Blue
Jack Shore,Aaron Phillips,False,2020-07-15,Bantamweight,Red
Jared Gordon,Chris Fishgold,False,2020-07-15,Featherweight,Red
Jessica Andrade,Rose Namajunas,False,2020-07-11,WomenStrawweight,Blue
Makwan Amirkhani,Danny Henry,False,2020-07-11,Featherweight,Red
Volkan Oezdemir,Jiri Prochazka,False,2020-07-11,LightHeavyweight,Blue
Elizeu Zaleski dos Santos,Muslim Salikhov,False,2020-07-11,Welterweight,Blue
Petr Yan,Jose Aldo,True,2020-07-11,Bantamweight,Red
Alexander Volkanovski,Max Holloway,True,2020-07-11,Featherweight,Red
Kamaru Usman,Jorge Masvidal,True,2020-07-11,Welterweight,Red
Amanda Ribas,Paige VanZant,False,2020-07-11,WomenFlyweight,Red
Leonardo Santos,Roman Bogatov,False,2020-07-11,Lightweight,Red
Karol Rosa,Vanessa Melo,False,2020-07-11,WomenBantamweight,Red
Marcin Tybura,Maxim Grishin,False,2020-07-11,Heavyweight,Red
Raulian Paiva,Zhalgas Zhumagulov,False,2020-07-11,Flyweight,Red
Martin Day,Davey Grant,False,2020-07-11,Bantamweight,Blue
Luis Pena,Khama Worthy,False,2020-06-27,Lightweight,Blue
Philipe Lins,Tanner Boser,False,2020-06-27,Heavyweight,Blue
Gian Villante,Maurice Greene,False,2020-06-27,Heavyweight,Blue
Sean Woodson,Julian Erosa,False,2020-06-27,CatchWeight,Blue
Mike Perry,Mickey Gall,False,2020-06-27,Welterweight,Red
Dustin Poirier,Dan Hooker,False,2020-06-27,Lightweight,Red
Brendan Allen,Kyle Daukaus,False,2020-06-27,Middleweight,Red
Takashi Sato,Jason Witt,False,2020-06-27,Welterweight,Red
Jordan Griffin,Youssef Zalal,False,2020-06-27,Featherweight,Blue
Kay Hansen,Jinh Yu Frey,False,2020-06-27,WomenStrawweight,Red
Jim Miller,Roosevelt Roberts,False,2020-06-20,CatchWeight,Red
Marc-Andre Barriault,Oskar Piechota,False,2020-06-20,Middleweight,Draw
Clay Guida,Bobby Green,False,2020-06-20,Lightweight,Blue
Belal Muhammad,Lyman Good,False,2020-06-20,Welterweight,Red
Curtis Blaydes,Alexander Volkov,False,2020-06-20,Heavyweight,Red
Josh Emmett,Shane Burgos,False,2020-06-20,Featherweight,Red
Tecia Torres,Brianna Van Buren,False,2020-06-20,WomenStrawweight,Red
Raquel Pennington,Marion Reneau,False,2020-06-20,WomenBantamweight,Red
Cortney Casey,Gillian Robertson,False,2020-06-20,WomenFlyweight,Blue
Frank Camacho,Justin Jaynes,False,2020-06-20,Lightweight,Blue
Roxanne Modafferi,Lauren Murphy,False,2020-06-20,WomenFlyweight,Blue
Austin Hubbard,Max Rohskopf,False,2020-06-20,Lightweight,Red
Mariya Agapova,Hannah Cifers,False,2020-06-13,WomenFlyweight,Red
Andre Fili,Charles Jourdain,False,2020-06-13,Featherweight,Red
Merab Dvalishvili,Gustavo Lopez,False,2020-06-13,CatchWeight,Red
Jordan Espinosa,Mark De La Rosa,False,2020-06-13,Bantamweight,Red
Karl Roberson,Marvin Vettori,False,2020-06-13,Middleweight,Blue
Charles Rosa,Kevin Aguilar,False,2020-06-13,Lightweight,Red
Jessica Eye,Cynthia Calvillo,False,2020-06-13,WomenFlyweight,Blue
Julia Avila,Gina Mazany,False,2020-06-13,WomenBantamweight,Red
Anthony Ivy,Christian Aguilera,False,2020-06-13,Welterweight,Blue
Tyson Nam,Zarrukh Adashev,False,2020-06-13,Bantamweight,Red
Cody Stamann,Brian Kelleher,False,2020-06-06,Featherweight,Red
Eddie Wineland,Sean O'Malley,False,2020-06-06,Bantamweight,Blue
Alex Caceres,Chase Hooper,False,2020-06-06,Featherweight,Red
Raphael Assuncao,Cody Garbrandt,False,2020-06-06,Bantamweight,Blue
Amanda Nunes,Felicia Spencer,True,2020-06-06,WomenFeatherweight,Red
Aljamain Sterling,Cory Sandhagen,False,2020-06-06,Bantamweight,Red
Neil Magny,Anthony Rocco Martin,False,2020-06-06,Welterweight,Red
Ian Heinisch,Gerald Meerschaert,False,2020-06-06,Middleweight,Red
Charles Byrd,Maki Pitolo,False,2020-06-06,Middleweight,Blue
Evan Dunham,Herbert Burns,False,2020-06-06,CatchWeight,Blue
Alonzo Menifield,Devin Clark,False,2020-06-06,LightHeavyweight,Blue
Jussier Formiga,Alex Perez,False,2020-06-06,Flyweight,Blue
Blagoy Ivanov,Augusto Sakai,False,2020-05-30,Heavyweight,Blue
Jamahal Hill,Klidson Abreu,False,2020-05-30,LightHeavyweight,Draw
Mackenzie Dern,Hannah Cifers,False,2020-05-30,WomenStrawweight,Red
Daniel Rodriguez,Gabe Green,False,2020-05-30,Welterweight,Red
Katlyn Chookagian,Antonina Shevchenko,False,2020-05-30,WomenFlyweight,Red
Tyron Woodley,Gilbert Burns,False,2020-05-30,Welterweight,Blue
Roosevelt Roberts,Brok Weaver,False,2020-05-30,Lightweight,Red
Billy Quarantillo,Spike Carlyle,False,2020-05-30,CatchWeight,Red
Tim Elliott,Brandon Royval,False,2020-05-30,Flyweight,Blue
Louis Smolka,Casey Kenney,False,2020-05-30,Bantamweight,Blue
Chris Gutierrez,Vince Morales,False,2020-05-30,Featherweight,Red
Dan Ige,Edson Barboza,False,2020-05-16,Featherweight,Red
Claudia Gadelha,Angela Hill,False,2020-05-16,WomenStrawweight,Red
Anthony Hernandez,Kevin Holland,False,2020-05-16,Middleweight,Blue
Giga Chikadze,Irwin Rivera,False,2020-05-16,Featherweight,Red
Eryk Anders,Krzysztof Jotko,False,2020-05-16,Middleweight,Blue
Matt Brown,Miguel Baeza,False,2020-05-16,Welterweight,Blue
Alistair Overeem,Walt Harris,False,2020-05-16,Heavyweight,Red
Song Yadong,Marlon Vera,False,2020-05-16,Featherweight,Red
Cortney Casey,Mara Romero Borella,False,2020-05-16,WomenFlyweight,Red
Darren Elkins,Nate Landwehr,False,2020-05-16,Featherweight,Blue
Rodrigo Nascimento,Don'Tale Mayes,False,2020-05-16,Heavyweight,Red
Ricky Simon,Ray Borg,False,2020-05-13,Bantamweight,Red
Ben Rothwell,Ovince Saint Preux,False,2020-05-13,Heavyweight,Red
Gabriel Benitez,Omar Morales,False,2020-05-13,Lightweight,Blue
Anthony Smith,Glover Teixeira,False,2020-05-13,LightHeavyweight,Blue
Andrei Arlovski,Philipe Lins,False,2020-05-13,Heavyweight,Red
Michael Johnson,Thiago Moises,False,2020-05-13,Lightweight,Blue
Alexander Hernandez,Drew Dober,False,2020-05-13,Lightweight,Blue
Sijara Eubanks,Sarah Moras,False,2020-05-13,WomenBantamweight,Red
Hunter Azure,Brian Kelleher,False,2020-05-13,Featherweight,Blue
Chase Sherman,Ike Villanueva,False,2020-05-13,Heavyweight,Red
Carla Esparza,Michelle Waterson,False,2020-05-09,WomenStrawweight,Red
Anthony Pettis,Donald Cerrone,False,2020-05-09,Welterweight,Red
Aleksei Oleinik,Fabricio Werdum,False,2020-05-09,Heavyweight,Red
Jeremy Stephens,Calvin Kattar,False,2020-05-09,Featherweight,Blue
Tony Ferguson,Justin Gaethje,True,2020-05-09,Lightweight,Blue
Francis Ngannou,Jairzinho Rozenstruik,False,2020-05-09,Heavyweight,Red
Henry Cejudo,Dominick Cruz,True,2020-05-09,Bantamweight,Red
Vicente Luque,Niko Price,False,2020-05-09,Welterweight,Red
Greg Hardy,Yorgan De Castro,False,2020-05-09,Heavyweight,Red
Ryan Spann,Sam Alvey,False,2020-05-09,LightHeavyweight,Red
Bryce Mitchell,Charles Rosa,False,2020-05-09,Featherweight,Red
Amanda Ribas,Randa Markos,False,2020-03-14,WomenStrawweight,Red
Jussier Formiga,Brandon Moreno,False,2020-03-14,Flyweight,Blue
Renato Moicano,Damir Hadzovic,False,2020-03-14,Lightweight,Red
Elizeu Zaleski dos Santos,Aleksei Kunchenko,False,2020-03-14,Welterweight,Red
Johnny Walker,Nikita Krylov,False,2020-03-14,LightHeavyweight,Blue
Demian Maia,Gilbert Burns,False,2020-03-14,Welterweight,Blue
Kevin Lee,Charles Oliveira,False,2020-03-14,Lightweight,Blue
Francisco Trinaldo,John Makdessi,False,2020-03-14,Lightweight,Red
Rani Yahya,Enrique Barzola,False,2020-03-14,Bantamweight,Draw
Mayra Bueno Silva,Maryna Moroz,False,2020-03-14,WomenFlyweight,Blue
Bruno Silva,David Dvorak,False,2020-03-14,Flyweight,Blue
Veronica Macedo,Bea Malecki,False,2020-03-14,WomenBantamweight,Blue
Beneil Dariush,Drakkar Klose,False,2020-03-07,Lightweight,Red
Neil Magny,Li Jingliang,False,2020-03-07,Welterweight,Red
Sean O'Malley,Jose Quinonez,False,2020-03-07,Bantamweight,Red
Israel Adesanya,Yoel Romero,True,2020-03-07,Middleweight,Red
Zhang Weili,Joanna Jedrzejczyk,True,2020-03-07,WomenStrawweight,Red
Rodolfo Vieira,Saparbeg Safarov,False,2020-03-07,Middleweight,Red
Mark Madsen,Austin Hubbard,False,2020-03-07,Lightweight,Red
Giga Chikadze,Jamall Emmers,False,2020-03-07,Featherweight,Red
Batgerel Danaa,Guido Cannetti,False,2020-03-07,Bantamweight,Red
Gerald Meerschaert,Deron Winn,False,2020-03-07,Middleweight,Red
Alex Oliveira,Max Griffin,False,2020-03-07,Welterweight,Red
Marcin Tybura,Serghei Spivac,False,2020-02-29,Heavyweight,Red
Ion Cutelaba,Magomed Ankalaev,False,2020-02-29,LightHeavyweight,Blue
Felicia Spencer,Zarah Fairn,False,2020-02-29,WomenFeatherweight,Red
Grant Dawson,Darrick Minner,False,2020-02-29,Featherweight,Red
Brendan Allen,Tom Breese,False,2020-02-29,Middleweight,Red
Gabriel Silva,Kyler Phillips,False,2020-02-29,Bantamweight,Blue
Joseph Benavidez,Deiveson Figueiredo,False,2020-02-29,Flyweight,Blue
Megan Anderson,Norma Dumont,False,2020-02-29,WomenFeatherweight,Red
Jordan Griffin,TJ Brown,False,2020-02-29,Featherweight,Red
Sean Brady,Ismail Naurdiev,False,2020-02-29,Welterweight,Red
Aalon Cruz,Spike Carlyle,False,2020-02-29,Featherweight,Blue
Luis Pena,Steve Garcia,False,2020-02-29,Lightweight,Red
Jimmy Crute,Michal Oleksiejczuk,False,2020-02-22,LightHeavyweight,Red
Paul Felder,Dan Hooker,False,2020-02-22,Lightweight,Blue
Jalin Turner,Josh Culibao,False,2020-02-22,Lightweight,Red
Karolina Kowalkiewicz,Yan Xiaonan,False,2020-02-22,WomenStrawweight,Blue
Ben Sosoli,Marcos Rogerio de Lima,False,2020-02-22,Heavyweight,Blue
Brad Riddell,Magomed Mustafaev,False,2020-02-22,Lightweight,Red
Kevin Aguilar,Zubaira Tukhugov,False,2020-02-22,Featherweight,Blue
Jake Matthews,Emil Meek,False,2020-02-22,Welterweight,Red
Loma Lookboonmee,Angela Hill,False,2020-02-22,WomenStrawweight,Blue
Kai Kara-France,Tyson Nam,False,2020-02-22,Flyweight,Red
Callan Potter,Song Kenan,False,2020-02-22,Welterweight,Blue
Priscila Cachoeira,Shana Dobson,False,2020-02-22,WomenFlyweight,Red
Tim Means,Daniel Rodriguez,False,2020-02-15,Welterweight,Blue
Lando Vannata,Yancy Medeiros,False,2020-02-15,Lightweight,Red
Brok Weaver,Kazula Vargas,False,2020-02-15,Lightweight,Red
Montana De La Rosa,Mara Romero Borella,False,2020-02-15,WomenFlyweight,Red
Rogerio Bontorin,Ray Borg,False,2020-02-15,Flyweight,Blue
Diego Sanchez,Michel Pereira,False,2020-02-15,Welterweight,Red
Corey Anderson,Jan Blachowicz,False,2020-02-15,LightHeavyweight,Blue
John Dodson,Nathaniel Wood,False,2020-02-15,Bantamweight,Red
Jim Miller,Scott Holtzman,False,2020-02-15,Lightweight,Blue
Devin Clark,Dequan Townsend,False,2020-02-15,LightHeavyweight,Red
Casey Kenney,Merab Dvalishvili,False,2020-02-15,Bantamweight,Blue
Mark De La Rosa,Raulian Paiva,False,2020-02-15,Flyweight,Blue
Macy Chiasson,Shanna Young,False,2020-02-15,WomenBantamweight,Red
Valentina Shevchenko,Katlyn Chookagian,True,2020-02-08,WomenFlyweight,Red
Juan Adams,Justin Tafa,False,2020-02-08,Heavyweight,Blue
Trevin Giles,James Krause,False,2020-02-08,Middleweight,Red
Derrick Lewis,Ilir Latifi,False,2020-02-08,Heavyweight,Red
Lauren Murphy,Andrea Lee,False,2020-02-08,WomenFlyweight,Red
Jon Jones,Dominick Reyes,True,2020-02-08,LightHeavyweight,Red
Mirsad Bektic,Dan Ige,False,2020-02-08,Featherweight,Blue
Alex Morono,Khaos Williams,False,2020-02-08,Welterweight,Blue
Andre Ewell,Jonathan Martinez,False,2020-02-08,Bantamweight,Red
Domingo Pilarte,Journey Newson,False,2020-02-08,Bantamweight,Draw
Miles Johns,Mario Bautista,False,2020-02-08,Bantamweight,Blue
Austin Lingo,Youssef Zalal,False,2020-02-08,Featherweight,Blue
Curtis Blaydes,Junior Dos Santos,False,2020-01-25,Heavyweight,Red
Justine Kish,Lucie Pudilova,False,2020-01-25,WomenFlyweight,Red
Bevon Lewis,Dequan Townsend,False,2020-01-25,Middleweight,Red
Jordan Espinosa,Alex Perez,False,2020-01-25,Flyweight,Blue
Jamahal Hill,Darko Stosic,False,2020-01-25,LightHeavyweight,Red
Rafael Dos Anjos,Michael Chiesa,False,2020-01-25,Welterweight,Blue
Montel Jackson,Felipe Colares,False,2020-01-25,Bantamweight,Red
Arnold Allen,Nik Lentz,False,2020-01-25,Featherweight,Red
Sara McMann,Lina Lansberg,False,2020-01-25,WomenBantamweight,Red
Hannah Cifers,Angela Hill,False,2020-01-25,WomenStrawweight,Blue
Brett Johns,Tony Gravely,False,2020-01-25,Bantamweight,Red
Herbert Burns,Nate Landwehr,False,2020-01-25,Featherweight,Red
Anthony Pettis,Diego Ferreira,False,2020-01-18,Lightweight,Blue
Tim Elliott,Askar Askarov,False,2020-01-18,Flyweight,Blue
Aleksei Oleinik,Maurice Greene,False,2020-01-18,Heavyweight,Red
Holly Holm,Raquel Pennington,False,2020-01-18,WomenBantamweight,Red
Conor McGregor,Donald Cerrone,False,2020-01-18,Welterweight,Red
Roxanne Modafferi,Maycee Barber,False,2020-01-18,WomenFlyweight,Red
Andre Fili,Sodiq Yusuff,False,2020-01-18,Featherweight,Blue
Brian Kelleher,Ode Osbourne,False,2020-01-18,Bantamweight,Red
Drew Dober,Nasrat Haqparast,False,2020-01-18,Lightweight,Red
Aleksa Camur,Justin Ledet,False,2020-01-18,LightHeavyweight,Red
Sabina Mazo,JJ Aldrich,False,2020-01-18,WomenFlyweight,Red
Dooho Choi,Charles Jourdain,False,2019-12-21,Featherweight,Blue
Volkan Oezdemir,Aleksandar Rakic,False,2019-12-21,LightHeavyweight,Red
Frankie Edgar,Chan Sung Jung,False,2019-12-21,Featherweight,Blue
Da-Un Jung,Mike Rodriguez,False,2019-12-21,LightHeavyweight,Red
SeungWoo Choi,Suman Mokhtarian,False,2019-12-21,Featherweight,Red
Kyung Ho Kang,Pingyuan Liu,False,2019-12-21,Bantamweight,Red
Ciryl Gane,Tanner Boser,False,2019-12-21,Heavyweight,Red
Dong Hyun Ma,Omar Morales,False,2019-12-21,Lightweight,Blue
Miranda Granger,Amanda Lemos,False,2019-12-21,WomenStrawweight,Blue
Alexandre Pantoja,Matt Schnell,False,2019-12-21,Flyweight,Red
Heili Alateng,Ryan Benoit,False,2019-12-21,Bantamweight,Red
Junyong Park,Marc-Andre Barriault,False,2019-12-21,Middleweight,Red
Raoni Barcelos,Said Nurmagomedov,False,2019-12-21,Bantamweight,Red
Geoff Neal,Mike Perry,False,2019-12-14,Welterweight,Red
Ian Heinisch,Omari Akhmedov,False,2019-12-14,Middleweight,Blue
Amanda Nunes,Germaine de Randamie,True,2019-12-14,WomenBantamweight,Red
Max Holloway,Alexander Volkanovski,True,2019-12-14,Featherweight,Blue
Petr Yan,Urijah Faber,False,2019-12-14,Bantamweight,Red
Kamaru Usman,Colby Covington,True,2019-12-14,Welterweight,Red
Marlon Moraes,Jose Aldo,False,2019-12-14,Bantamweight,Red
Ketlen Vieira,Irene Aldana,False,2019-12-14,WomenBantamweight,Blue
Brandon Moreno,Kai Kara-France,False,2019-12-14,Flyweight,Red
Matt Brown,Ben Saunders,False,2019-12-14,Welterweight,Red
Chase Hooper,Daniel Teymur,False,2019-12-14,Featherweight,Red
Jessica Eye,Viviane Araujo,False,2019-12-14,WomenFlyweight,Red
Punahele Soriano,Oskar Piechota,False,2019-12-14,Middleweight,Red
Marina Rodriguez,Cynthia Calvillo,False,2019-12-07,WomenStrawweight,Draw
Alistair Overeem,Jairzinho Rozenstruik,False,2019-12-07,Heavyweight,Blue
Aspen Ladd,Yana Kunitskaya,False,2019-12-07,WomenBantamweight,Red
Rob Font,Ricky Simon,False,2019-12-07,Bantamweight,Red
Cody Stamann,Song Yadong,False,2019-12-07,Bantamweight,Draw
Stefan Struve,Ben Rothwell,False,2019-12-07,Heavyweight,Blue
Thiago Alves,Tim Means,False,2019-12-07,Welterweight,Blue
Billy Quarantillo,Jacob Kilburn,False,2019-12-07,Featherweight,Red
Joe Solecki,Matt Wiman,False,2019-12-07,Lightweight,Red
Bryce Mitchell,Matt Sayles,False,2019-12-07,Featherweight,Red
Virna Jandiroba,Mallory Martin,False,2019-12-07,WomenStrawweight,Red
Makhmud Muradov,Trevor Smith,False,2019-12-07,Middleweight,Red
Sergio Moraes,James Krause,False,2019-11-16,Welterweight,Blue
Charles Oliveira,Jared Gordon,False,2019-11-16,Lightweight,Red
Jan Blachowicz,Jacare Souza,False,2019-11-16,LightHeavyweight,Red
Ricardo Ramos,Eduardo Garagorri,False,2019-11-16,Featherweight,Red
Antonio Arroyo,Andre Muniz,False,2019-11-16,Middleweight,Blue
Mauricio Rua,Paul Craig,False,2019-11-16,LightHeavyweight,Draw
Markus Perez,Wellington Turman,False,2019-11-16,Middleweight,Blue
Warlley Alves,Randy Brown,False,2019-11-16,Welterweight,Blue
Ariane Lipski,Isabela de Padua,False,2019-11-16,WomenFlyweight,Red
Douglas Silva de Andrade,Renan Barao,False,2019-11-16,Featherweight,Red
Vanessa Melo,Tracy Cortez,False,2019-11-16,WomenBantamweight,Blue
Francisco Trinaldo,Bobby Green,False,2019-11-16,Lightweight,Red
Alexander Volkov,Greg Hardy,False,2019-11-09,Heavyweight,Red
Shamil Gamzatov,Klidson Abreu,False,2019-11-09,LightHeavyweight,Red
Zelim Imadaev,Danny Roberts,False,2019-11-09,Welterweight,Blue
Rustam Khabilov,Sergey Khandozhko,False,2019-11-09,Welterweight,Red
Khadis Ibragimov,Ed Herman,False,2019-11-09,LightHeavyweight,Blue
Ramazan Emeev,Anthony Rocco Martin,False,2019-11-09,Welterweight,Blue
Zabit Magomedsharipov,Calvin Kattar,False,2019-11-09,Featherweight,Red
Magomed Ankalaev,Dalcha Lungiambula,False,2019-11-09,LightHeavyweight,Red
Abubakar Nurmagomedov,David Zawada,False,2019-11-09,Welterweight,Blue
Roman Kopylov,Karl Roberson,False,2019-11-09,Middleweight,Blue
Alexander Yakovlev,Roosevelt Roberts,False,2019-11-09,Lightweight,Blue
Jessica-Rose Clark,Pannie Kianzad,False,2019-11-09,WomenBantamweight,Blue
Grigory Popov,Davey Grant,False,2019-11-09,Bantamweight,Blue
Kevin Lee,Gregor Gillespie,False,2019-11-02,Lightweight,Red
Stephen Thompson,Vicente Luque,False,2019-11-02,Welterweight,Red
Jorge Masvidal,Nate Diaz,False,2019-11-02,Welterweight,Red
Shane Burgos,Makwan Amirkhani,False,2019-11-02,Featherweight,Red
Corey Anderson,Johnny Walker,False,2019-11-02,LightHeavyweight,Red
Kelvin Gastelum,Darren Till,False,2019-11-02,Middleweight,Blue
Derrick Lewis,Blagoy Ivanov,False,2019-11-02,Heavyweight,Red
Brad Tavares,Edmen Shahbazyan,False,2019-11-02,Middleweight,Blue
Andrei Arlovski,Jairzinho Rozenstruik,False,2019-11-02,Heavyweight,Blue
Katlyn Chookagian,Jennifer Maia,False,2019-11-02,WomenFlyweight,Red
Julio Arce,Hakeem Dawodu,False,2019-11-02,Featherweight,Blue
Lyman Good,Chance Rencountre,False,2019-11-02,Welterweight,Red
Ciryl Gane,Don'Tale Mayes,False,2019-10-26,Heavyweight,Red
Michael Johnson,Stevie Ray,False,2019-10-26,Lightweight,Blue
Enrique Barzola,Movsar Evloev,False,2019-10-26,Featherweight,Blue
Randa Markos,Ashley Yoder,False,2019-10-26,WomenStrawweight,Red
Frank Camacho,Beneil Dariush,False,2019-10-26,Lightweight,Blue
Muslim Salikhov,Laureano Staropoli,False,2019-10-26,Welterweight,Red
Demian Maia,Ben Askren,False,2019-10-26,Welterweight,Red
Alex White,Rafael Fiziev,False,2019-10-26,Lightweight,Blue
Maurice Greene,Sergei Pavlovich,False,2019-10-26,Heavyweight,Blue
Loma Lookboonmee,Aleksandra Albu,False,2019-10-26,WomenStrawweight,Red
Raphael Pessoa,Jeff Hughes,False,2019-10-26,Heavyweight,Red
Maycee Barber,Gillian Robertson,False,2019-10-18,WomenFlyweight,Red
Greg Hardy,Ben Sosoli,False,2019-10-18,Heavyweight,Draw
Deron Winn,Darren Stewart,False,2019-10-18,Middleweight,Blue
Molly McCann,Diana Belbita,False,2019-10-18,WomenFlyweight,Red
Charles Rosa,Manny Bermudez,False,2019-10-18,Featherweight,Red
Joe Lauzon,Jonathan Pearce,False,2019-10-18,Lightweight,Red
Dominick Reyes,Chris Weidman,False,2019-10-18,LightHeavyweight,Red
Yair Rodriguez,Jeremy Stephens,False,2019-10-18,Featherweight,Red
Randy Costa,Boston Salmon,False,2019-10-18,Bantamweight,Red
Brendan Allen,Kevin Holland,False,2019-10-18,Middleweight,Red
Kyle Bochniak,Sean Woodson,False,2019-10-18,Featherweight,Blue
Daniel Spitz,Tanner Boser,False,2019-10-18,Heavyweight,Blue
Court McGee,Sean Brady,False,2019-10-18,Welterweight,Blue
Ryan Spann,Devin Clark,False,2019-10-12,LightHeavyweight,Red
Mackenzie Dern,Amanda Ribas,False,2019-10-12,WomenStrawweight,Blue
Mike Davis,Thomas Gifford,False,2019-10-12,Lightweight,Red
Cub Swanson,Kron Gracie,False,2019-10-12,Featherweight,Red
Matt Frevola,Luis Pena,False,2019-10-12,Lightweight,Red
Eryk Anders,Gerald Meerschaert,False,2019-10-12,Middleweight,Red
Joanna Jedrzejczyk,Michelle Waterson,False,2019-10-12,WomenStrawweight,Red
Niko Price,James Vick,False,2019-10-12,Welterweight,Red
Max Griffin,Alex Morono,False,2019-10-12,Welterweight,Blue
Deiveson Figueiredo,Tim Elliott,False,2019-10-12,Flyweight,Red
Marlon Vera,Andre Ewell,False,2019-10-12,Bantamweight,Red
Miguel Baeza,Hector Aldana,False,2019-10-12,Welterweight,Red
Marvin Vettori,Andrew Sanchez,False,2019-10-12,Middleweight,Red
JJ Aldrich,Lauren Mueller,False,2019-10-12,WomenFlyweight,Red
Justin Tafa,Yorgan De Castro,False,2019-10-05,Heavyweight,Blue
Robert Whittaker,Israel Adesanya,True,2019-10-05,Middleweight,Blue
Jake Matthews,Rostem Akman,False,2019-10-05,Welterweight,Red
Tai Tuivasa,Serghei Spivac,False,2019-10-05,Heavyweight,Blue
Brad Riddell,Jamie Mullarkey,False,2019-10-05,Lightweight,Red
Al Iaquinta,Dan Hooker,False,2019-10-05,Lightweight,Blue
Callan Potter,Maki Pitolo,False,2019-10-05,Welterweight,Red
Luke Jumeau,Dhiego Lima,False,2019-10-05,Welterweight,Blue
Megan Anderson,Zarah Fairn,False,2019-10-05,WomenFeatherweight,Red
Khalid Taha,Bruno Silva,False,2019-10-05,Bantamweight,Draw
Nadia Kassem,Ji Yeon Kim,False,2019-10-05,WomenFlyweight,Blue
Ion Cutelaba,Khalil Rountree Jr.,False,2019-09-28,LightHeavyweight,Red
Michal Oleksiejczuk,Ovince Saint Preux,False,2019-09-28,LightHeavyweight,Blue
Alen Amedovski,John Phillips,False,2019-09-28,Middleweight,Blue
Nicolas Dalby,Alex Oliveira,False,2019-09-28,Welterweight,Red
Gunnar Nelson,Gilbert Burns,False,2019-09-28,Welterweight,Blue
Jack Hermansson,Jared Cannonier,False,2019-09-28,Middleweight,Blue
Mark Madsen,Danilo Belluardo,False,2019-09-28,Lightweight,Red
Alessio Di Chirico,Makhmud Muradov,False,2019-09-28,Middleweight,Blue
Siyar Bahadurzada,Ismail Naurdiev,False,2019-09-28,Welterweight,Blue
Macy Chiasson,Lina Lansberg,False,2019-09-28,WomenBantamweight,Blue
