R_fighter,B_fighter,R_wins,R_draw,R_losses,B_wins,B_draw,B_losses
Andrei Arlovski,Philipe Lins,17,0,14,0,0,0
Michael Johnson,Thiago Moises,11,0,11,1,0,2
Alexander Hernandez,Drew Dober,3,0,1,8,0,6
Sijara Eubanks,Sarah Moras,2,0,2,3,0,4
Hunter Azure,Brian Kelleher,1,0,0,4,0,3
Chase Sherman,Ike Villanueva,2,0,5,0,0,0
Carla Esparza,Michelle Waterson,6,0,4,5,0,3
Anthony Pettis,Donald Cerrone,9,0,9,23,0,11
Aleksei Oleinik,Fabricio Werdum,7,0,4,11,0,5
Jeremy Stephens,Calvin Kattar,15,0,17,4,0,2
Tony Ferguson,Justin Gaethje,15,0,1,4,0,2
Francis Ngannou,Jairzinho Rozenstruik,9,0,2,4,0,0
Henry Cejudo,Dominick Cruz,9,0,2,5,0,1
Vicente Luque,Niko Price,10,0,3,6,0,4
Greg Hardy,Yorgan De Castro,2,0,3,1,0,0
Ryan Spann,Sam Alvey,3,0,0,10,0,8
Bryce Mitchell,Charles Rosa,3,0,0,3,0,3
Amanda Ribas,Randa Markos,2,0,0,6,0,7
Jussier Formiga,Brandon Moreno,9,0,5,4,0,3
Renato Moicano,Damir Hadzovic,5,0,3,3,0,3
Elizeu Zaleski dos Santos,Aleksei Kunchenko,7,0,2,2,0,1
Johnny Walker,Nikita Krylov,3,0,1,7,0,5
Demian Maia,Gilbert Burns,22,0,9,10,0,3
Kevin Lee,Charles Oliveira,11,0,5,16,0,9
Francisco Trinaldo,John Makdessi,14,0,6,10,0,6
Rani Yahya,Enrique Barzola,11,0,5,6,0,3
Mayra Bueno Silva,Maryna Moroz,1,0,0,4,0,3
Bruno Silva,David Dvorak,0,0,1,0,0,0
Veronica Macedo,Bea Malecki,1,0,3,1,0,0
Beneil Dariush,Drakkar Klose,11,0,5,5,0,1
Neil Magny,Li Jingliang,14,0,6,9,0,3
Sean O'Malley,Jose Quinonez,2,0,0,5,0,2
Israel Adesanya,Yoel Romero,7,0,0,9,0,3
Zhang Weili,Joanna Jedrzejczyk,4,0,0,10,0,3
Rodolfo Vieira,Saparbeg Safarov,1,0,0,1,0,2
Mark Madsen,Austin Hubbard,1,0,0,1,0,1
Giga Chikadze,Jamall Emmers,1,0,0,0,0,0
Batgerel Danaa,Guido Cannetti,0,0,1,2,0,3
Gerald Meerschaert,Deron Winn,5,0,4,1,0,1
Alex Oliveira,Max Griffin,9,0,7,3,0,5
Marcin Tybura,Serghei Spivac,4,0,5,1,0,1
Ion Cutelaba,Magomed Ankalaev,4,0,3,3,0,1
Felicia Spencer,Zarah Fairn,1,0,1,0,0,1
Grant Dawson,Darrick Minner,2,0,0,0,0,0
Brendan Allen,Tom Breese,1,0,0,4,0,1
Gabriel Silva,Kyler Phillips,0,0,1,0,0,0
Joseph Benavidez,Deiveson Figueiredo,15,0,3,6,0,1
Megan Anderson,Norma Dumont,2,0,2,0,0,0
Jordan Griffin,TJ Brown,0,0,2,0,0,0
Sean Brady,Ismail Naurdiev,1,0,0,2,0,1
Aalon Cruz,Spike Carlyle,0,0,0,0,0,0
Luis Pena,Steve Garcia,3,0,2,0,0,0
Jimmy Crute,Michal Oleksiejczuk,2,0,1,2,0,2
Paul Felder,Dan Hooker,9,0,4,9,0,4
Jalin Turner,Josh Culibao,1,0,2,0,0,0
Karolina Kowalkiewicz,Yan Xiaonan,5,0,5,4,0,0
Ben Sosoli,Marcos Rogerio de Lima,0,0,1,5,0,4
Brad Riddell,Magomed Mustafaev,1,0,0,3,0,1
Kevin Aguilar,Zubaira Tukhugov,2,0,1,3,0,2
Jake Matthews,Emil Meek,8,0,4,1,0,2
Loma Lookboonmee,Angela Hill,1,0,0,6,0,7
Kai Kara-France,Tyson Nam,3,0,1,0,0,1
Callan Potter,Song Kenan,1,0,1,3,0,1
Priscila Cachoeira,Shana Dobson,0,0,3,1,0,2
Tim Means,Daniel Rodriguez,11,0,9,0,0,0
Lando Vannata,Yancy Medeiros,2,0,6,6,0,7
Brok Weaver,Kazula Vargas,0,0,0,0,0,1
Montana De La Rosa,Mara Romero Borella,3,0,1,2,0,2
Rogerio Bontorin,Ray Borg,2,0,0,6,0,4
Diego Sanchez,Michel Pereira,18,0,12,1,0,1
Corey Anderson,Jan Blachowicz,10,0,4,8,0,5
John Dodson,Nathaniel Wood,9,0,6,3,0,0
Jim Miller,Scott Holtzman,20,0,13,6,0,3
Devin Clark,Dequan Townsend,4,0,4,0,0,2
Casey Kenney,Merab Dvalishvili,2,0,0,2,0,2
Mark De La Rosa,Raulian Paiva,2,0,3,0,0,2
Macy Chiasson,Shanna Young,3,0,1,0,0,0
Valentina Shevchenko,Katlyn Chookagian,7,0,2,6,0,2
Juan Adams,Justin Tafa,1,0,2,0,0,1
Trevin Giles,James Krause,2,0,2,8,0,3
Derrick Lewis,Ilir Latifi,13,0,5,7,0,5
Lauren Murphy,Andrea Lee,3,0,4,3,0,1
Jon Jones,Dominick Reyes,19,0,2,6,0,0
Mirsad Bektic,Dan Ige,6,0,2,4,0,1
Alex Morono,Khaos Williams,6,0,3,0,0,0
Andre Ewell,Jonathan Martinez,2,0,2,2,0,1
Domingo Pilarte,Journey Newson,0,0,1,0,0,1
Miles Johns,Mario Bautista,1,0,0,1,0,1
Austin Lingo,Youssef Zalal,0,0,0,0,0,0
Curtis Blaydes,Junior Dos Santos,7,0,3,15,0,5
Justine Kish,Lucie Pudilova,2,0,2,2,0,4
Bevon Lewis,Dequan Townsend,0,0,2,0,0,1
Jordan Espinosa,Alex Perez,1,0,1,4,0,1
Jamahal Hill,Darko Stosic,0,0,0,1,0,2
Rafael Dos Anjos,Michael Chiesa,18,0,10,9,0,4
Montel Jackson,Felipe Colares,2,0,1,1,0,1
Arnold Allen,Nik Lentz,6,0,0,14,0,9
Sara McMann,Lina Lansberg,5,0,5,4,0,3
Hannah Cifers,Angela Hill,2,0,1,5,0,7
Brett Johns,Tony Gravely,3,0,2,0,0,0
Herbert Burns,Nate Landwehr,0,0,0,0,0,0
Anthony Pettis,Diego Ferreira,9,0,8,7,0,2
Tim Elliott,Askar Askarov,4,0,7,0,0,1
Aleksei Oleinik,Maurice Greene,6,0,4,3,0,1
Holly Holm,Raquel Pennington,5,0,5,7,0,4
Conor McGregor,Donald Cerrone,9,0,2,23,0,10
Roxanne Modafferi,Maycee Barber,2,0,4,3,0,0
Andre Fili,Sodiq Yusuff,8,0,5,3,0,0
Brian Kelleher,Ode Osbourne,3,0,3,0,0,0
Drew Dober,Nasrat Haqparast,7,0,6,3,0,1
Aleksa Camur,Justin Ledet,0,0,0,3,0,2
Sabina Mazo,JJ Aldrich,1,0,1,4,0,2
Dooho Choi,Charles Jourdain,3,0,2,0,0,1
Volkan Oezdemir,Aleksandar Rakic,4,0,3,4,0,0
Frankie Edgar,Chan Sung Jung,17,0,8,5,0,2
Da-Un Jung,Mike Rodriguez,1,0,0,1,0,2
SeungWoo Choi,Suman Mokhtarian,0,0,2,0,0,1
Kyung Ho Kang,Pingyuan Liu,5,0,3,2,0,1
Ciryl Gane,Tanner Boser,2,0,0,1,0,0
Dong Hyun Ma,Omar Morales,3,0,4,0,0,0
Miranda Granger,Amanda Lemos,1,0,0,0,0,1
Alexandre Pantoja,Matt Schnell,5,0,2,4,0,2
Heili Alateng,Ryan Benoit,1,0,0,3,0,3
Junyong Park,Marc-Andre Barriault,0,0,1,0,0,2
Raoni Barcelos,Said Nurmagomedov,3,0,0,2,0,0
Geoff Neal,Mike Perry,4,0,0,6,0,5
Ian Heinisch,Omari Akhmedov,2,0,1,7,0,4
Amanda Nunes,Germaine de Randamie,11,0,1,6,0,1
Max Holloway,Alexander Volkanovski,17,0,4,7,0,0
Petr Yan,Urijah Faber,5,0,0,11,0,6
Kamaru Usman,Colby Covington,10,0,0,10,0,1
Marlon Moraes,Jose Aldo,4,0,2,10,0,4
Ketlen Vieira,Irene Aldana,4,0,0,4,0,3
Brandon Moreno,Kai Kara-France,3,0,3,3,0,0
Matt Brown,Ben Saunders,14,0,10,9,0,9
Chase Hooper,Daniel Teymur,0,0,0,1,0,3
Jessica Eye,Viviane Araujo,4,0,7,2,0,0
Punahele Soriano,Oskar Piechota,0,0,0,2,0,2
Marina Rodriguez,Cynthia Calvillo,2,0,1,5,0,1
Alistair Overeem,Jairzinho Rozenstruik,10,0,6,3,0,0
Aspen Ladd,Yana Kunitskaya,3,0,1,2,0,1
Rob Font,Ricky Simon,6,0,3,3,0,1
Cody Stamann,Song Yadong,4,0,1,4,0,0
Stefan Struve,Ben Rothwell,13,0,9,6,0,6
Thiago Alves,Tim Means,15,0,11,10,0,9
Billy Quarantillo,Jacob Kilburn,0,0,0,0,0,0
Joe Solecki,Matt Wiman,0,0,0,10,0,6
Bryce Mitchell,Matt Sayles,2,0,0,1,0,1
Virna Jandiroba,Mallory Martin,0,0,1,0,0,0
Makhmud Muradov,Trevor Smith,1,0,0,5,0,6
Sergio Moraes,James Krause,8,0,5,7,0,3
Charles Oliveira,Jared Gordon,15,0,9,3,0,2
Jan Blachowicz,Jacare Souza,7,0,5,9,0,4
Ricardo Ramos,Eduardo Garagorri,4,0,1,1,0,0
Antonio Arroyo,Andre Muniz,0,0,0,0,0,0
Mauricio Rua,Paul Craig,10,0,9,4,0,4
Markus Perez,Wellington Turman,2,0,2,0,0,1
Warlley Alves,Randy Brown,7,0,3,5,0,3
Ariane Lipski,Isabela de Padua,0,0,2,0,0,0
Douglas Silva de Andrade,Renan Barao,3,0,3,9,0,7
Vanessa Melo,Tracy Cortez,0,0,1,0,0,0
Francisco Trinaldo,Bobby Green,13,0,6,5,0,5
Alexander Volkov,Greg Hardy,4,0,1,2,0,2
Shamil Gamzatov,Klidson Abreu,0,0,0,1,0,1
Zelim Imadaev,Danny Roberts,0,0,1,5,0,4
Rustam Khabilov,Sergey Khandozhko,9,0,3,1,0,0
Khadis Ibragimov,Ed Herman,0,0,1,11,0,11
Ramazan Emeev,Anthony Rocco Martin,3,0,0,8,0,5
Zabit Magomedsharipov,Calvin Kattar,5,0,0,4,0,1
Magomed Ankalaev,Dalcha Lungiambula,2,0,1,1,0,0
Abubakar Nurmagomedov,David Zawada,0,0,0,0,0,2
Roman Kopylov,Karl Roberson,0,0,0,3,0,2
Alexander Yakovlev,Roosevelt Roberts,3,0,4,2,0,1
Jessica-Rose Clark,Pannie Kianzad,2,0,1,0,0,2
Grigory Popov,Davey Grant,0,0,1,1,0,3
Kevin Lee,Gregor Gillespie,10,0,5,6,0,0
Stephen Thompson,Vicente Luque,9,0,5,10,0,2
Jorge Masvidal,Nate Diaz,11,0,6,15,0,9
Shane Burgos,Makwan Amirkhani,5,0,1,5,0,1
Corey Anderson,Johnny Walker,9,0,4,3,0,0
Kelvin Gastelum,Darren Till,10,0,5,5,0,3
Derrick Lewis,Blagoy Ivanov,12,0,5,2,0,1
Brad Tavares,Edmen Shahbazyan,12,0,5,3,0,0
Andrei Arlovski,Jairzinho Rozenstruik,17,0,13,2,0,0
Katlyn Chookagian,Jennifer Maia,5,0,2,2,0,1
Julio Arce,Hakeem Dawodu,3,0,1,3,0,1
Lyman Good,Chance Rencountre,2,0,2,2,0,1
Ciryl Gane,Don'Tale Mayes,1,0,0,0,0,0
Michael Johnson,Stevie Ray,11,0,10,6,0,4
Enrique Barzola,Movsar Evloev,6,0,2,1,0,0
Randa Markos,Ashley Yoder,5,0,7,2,0,3
Frank Camacho,Beneil Dariush,2,0,3,10,0,5
Muslim Salikhov,Laureano Staropoli,2,0,1,2,0,0
Demian Maia,Ben Askren,21,0,9,1,0,1
Alex White,Rafael Fiziev,4,0,5,0,0,1
Maurice Greene,Sergei Pavlovich,3,0,0,1,0,1
Loma Lookboonmee,Aleksandra Albu,0,0,0,2,0,1
Raphael Pessoa,Jeff Hughes,0,0,1,0,0,2
Maycee Barber,Gillian Robertson,2,0,0,4,0,1
Greg Hardy,Ben Sosoli,2,0,1,0,0,0
Deron Winn,Darren Stewart,1,0,0,3,0,5
Molly McCann,Diana Belbita,2,0,1,0,0,0
Charles Rosa,Manny Bermudez,2,0,3,3,0,1
Joe Lauzon,Jonathan Pearce,14,0,12,0,0,0
Dominick Reyes,Chris Weidman,5,0,0,10,0,4
Yair Rodriguez,Jeremy Stephens,7,0,2,15,0,16
Randy Costa,Boston Salmon,0,0,1,0,0,1
Brendan Allen,Kevin Holland,0,0,0,3,0,1
Kyle Bochniak,Sean Woodson,2,0,4,0,0,0
Daniel Spitz,Tanner Boser,1,0,2,0,0,0
Court McGee,Sean Brady,8,0,7,0,0,0
Ryan Spann,Devin Clark,2,0,0,4,0,3
Mackenzie Dern,Amanda Ribas,2,0,0,1,0,0
Mike Davis,Thomas Gifford,0,0,1,0,0,1
Cub Swanson,Kron Gracie,10,0,7,1,0,0
Matt Frevola,Luis Pena,1,0,2,3,0,1
Eryk Anders,Gerald Meerschaert,4,0,4,5,0,3
Joanna Jedrzejczyk,Michelle Waterson,9,0,3,5,0,2
Niko Price,James Vick,5,0,4,9,0,4
Max Griffin,Alex Morono,3,0,4,5,0,3
Deiveson Figueiredo,Tim Elliott,5,0,1,4,0,6
Marlon Vera,Andre Ewell,8,0,4,2,0,1
Miguel Baeza,Hector Aldana,0,0,0,0,0,2
Marvin Vettori,Andrew Sanchez,3,0,3,4,0,2
JJ Aldrich,Lauren Mueller,3,0,2,1,0,2
Justin Tafa,Yorgan De Castro,0,0,0,0,0,0
Robert Whittaker,Israel Adesanya,11,0,2,6,0,0
Jake Matthews,Rostem Akman,7,0,4,0,0,1
Tai Tuivasa,Serghei Spivac,3,0,2,0,0,1
Brad Riddell,Jamie Mullarkey,0,0,0,0,0,0
Al Iaquinta,Dan Hooker,9,0,4,8,0,4
Callan Potter,Maki Pitolo,0,0,1,0,0,0
Luke Jumeau,Dhiego Lima,2,0,1,3,0,5
Megan Anderson,Zarah Fairn,1,0,2,0,0,0
Khalid Taha,Bruno Silva,1,0,1,0,0,0
Nadia Kassem,Ji Yeon Kim,1,0,1,2,0,2
Ion Cutelaba,Khalil Rountree Jr.,3,0,3,4,0,4
Michal Oleksiejczuk,Ovince Saint Preux,2,0,1,11,0,8
Alen Amedovski,John Phillips,0,0,1,0,0,3
Nicolas Dalby,Alex Oliveira,1,0,3,9,0,6
Gunnar Nelson,Gilbert Burns,8,0,4,9,0,3
Jack Hermansson,Jared Cannonier,7,0,2,5,0,4
Mark Madsen,Danilo Belluardo,0,0,0,0,0,1
Alessio Di Chirico,Makhmud Muradov,3,0,3,0,0,0
Siyar Bahadurzada,Ismail Naurdiev,4,0,3,1,0,1
Macy Chiasson,Lina Lansberg,3,0,0,3,0,3
Brandon Davis,Giga Chikadze,2,0,4,0,0,0
Marc Diakiese,Lando Vannata,4,0,3,2,0,5
Jack Shore,Nohelin Hernandez,0,0,0,0,0,1
Martin Bravo,Steven Peterson,1,0,2,1,0,3
Jose Quinonez,Carlos Huachin,4,0,2,0,0,1
Carla Esparza,Alexa Grasso,5,0,4,3,0,2
Ariane Carnelossi,Angela Hill,0,0,0,4,0,7
Marco Polo Reyes,Kyle Nelson,4,0,3,0,0,2
Brandon Moreno,Askar Askarov,3,0,2,0,0,0
Irene Aldana,Vanessa Melo,3,0,3,0,0,0
Yair Rodriguez,Jeremy Stephens,7,0,1,15,0,15
Vinicius Moreira,Paul Craig,0,0,2,3,0,4
Claudio Puelles,Marcos Mariano,1,0,1,0,0,1
Sijara Eubanks,Bethe Correia,2,0,1,4,0,5
Sergio Pettis,Tyson Nam,8,0,5,0,0,0
Donald Cerrone,Justin Gaethje,23,0,9,3,0,2
Misha Cirkunov,Jimmy Crute,5,0,3,2,0,0
Cole Smith,Miles Johns,1,0,0,0,0,0
Marcin Tybura,Augusto Sakai,4,0,4,2,0,0
Uriah Hall,Antonio Carlos Junior,7,0,7,7,0,4
Glover Teixeira,Nikita Krylov,12,0,5,7,0,4
Todd Duffee,Jeff Hughes,3,0,2,0,0,1
Michel Pereira,Tristan Connelly,1,0,0,0,0,0
Louis Smolka,Ryan MacDonald,6,0,6,0,0,1
Kyle Prepolec,Austin Hubbard,0,0,1,0,0,1
Chas Skelly,Jordan Griffin,6,0,4,0,0,1
Brad Katona,Hunter Azure,2,0,1,0,0,0
Zubaira Tukhugov,Lerone Murphy,3,0,1,0,0,0
Curtis Blaydes,Shamil Abdurakhimov,6,0,3,5,0,2
Liana Jojua,Sarah Moras,0,0,0,2,0,4
Islam Makhachev,Davi Ramos,6,0,1,4,0,1
Khabib Nurmagomedov,Dustin Poirier,11,0,0,17,0,5
Edson Barboza,Paul Felder,14,0,7,8,0,4
Joanne Calderwood,Andrea Lee,5,0,4,3,0,0
Mairbek Taisumov,Diego Ferreira,7,0,1,6,0,2
Ottman Azaitar,Teemu Packalen,0,0,0,1,0,2
Omari Akhmedov,Zak Cummings,6,0,4,8,0,3
Belal Muhammad,Takashi Sato,6,0,3,1,0,0
Don Madge,Fares Ziam,1,0,0,0,0,0
Nordine Taleb,Muslim Salikhov,7,0,4,1,0,1
Da-Un Jung,Khadis Ibragimov,0,0,0,0,0,0
Kai Kara-France,Mark De La Rosa,2,0,0,2,0,2
Li Jingliang,Elizeu Zaleski dos Santos,8,0,3,7,0,1
Su Mudaerji,Andre Soukhamthath,0,0,1,2,0,4
Wu Yanan,Inoue Mizuki,1,0,1,0,0,0
Jessica Andrade,Zhang Weili,11,0,4,3,0,0
Song Kenan,Derrick Krantz,2,0,1,0,0,1
Junyong Park,Anthony Hernandez,0,0,0,0,0,1
Damir Ismagulov,Thiago Moises,2,0,0,1,0,1
Karol Rosa,Lara Procopio,0,0,0,0,0,0
Heili Alateng,Batgerel Danaa,0,0,0,0,0,0
Devonte Smith,Khama Worthy,2,0,0,0,0,0
Anthony Pettis,Nate Diaz,9,0,7,14,0,9
Christos Giagos,Drakkar Klose,3,0,3,4,0,1
Yoel Romero,Paulo Costa,9,0,2,4,0,0
Raphael Assuncao,Cory Sandhagen,11,0,3,4,0,0
Gabriel Benitez,Sodiq Yusuff,5,0,2,2,0,0
Derek Brunson,Ian Heinisch,10,0,5,2,0,0
Daniel Cormier,Stipe Miocic,11,0,2,12,0,3
Kyung Ho Kang,Brandon Davis,4,0,3,2,0,3
Hannah Cifers,Jodie Esquibel,1,0,1,0,0,3
Manny Bermudez,Casey Kenney,3,0,0,1,0,0
Sabina Mazo,Shana Dobson,0,0,1,1,0,1
Eduardo Garagorri,Humberto Bandenay,0,0,0,1,0,2
Vicente Luque,Mike Perry,9,0,2,6,0,4
Gilbert Burns,Aleksei Kunchenko,8,0,3,2,0,0
Volkan Oezdemir,Ilir Latifi,3,0,3,7,0,4
Ciryl Gane,Raphael Pessoa,0,0,0,0,0,0
Enrique Barzola,Bobby Moffett,5,0,2,0,0,2
Rodolfo Vieira,Oskar Piechota,0,0,0,2,0,1
Valentina Shevchenko,Liz Carmouche,6,0,2,5,0,4
Tecia Torres,Marina Rodriguez,6,0,4,1,0,1
Rogerio Bontorin,Raulian Paiva,1,0,0,0,0,1
Geraldo de Freitas,Chris Gutierrez,1,0,0,1,0,1
Veronica Macedo,Polyana Viana,0,0,3,1,0,2
Kazula Vargas,Alex Da Silva,0,0,0,0,0,1
Joaquim Silva,Nasrat Haqparast,4,0,1,2,0,1
Scott Holtzman,Dong Hyun Ma,5,0,3,3,0,3
Darko Stosic,Kennedy Nzechukwu,1,0,1,0,0,1
Antonina Shevchenko,Lucie Pudilova,1,0,1,2,0,3
Colby Covington,Robbie Lawler,9,0,1,13,0,7
Jim Miller,Clay Guida,19,0,13,15,0,12
Trevin Giles,Gerald Meerschaert,2,0,1,4,0,3
Miranda Granger,Hannah Goldy,0,0,0,0,0,0
Jordan Espinosa,Matt Schnell,1,0,0,3,0,2
Lauren Murphy,Mara Romero Borella,2,0,4,2,0,1
Claudio Silva,Cole Williams,4,0,0,0,0,0
Mickey Gall,Salim Touahri,4,0,2,0,0,2
Gavin Tucker,SeungWoo Choi,1,0,1,0,0,1
Geoff Neal,Niko Price,3,0,0,5,0,3
Hakeem Dawodu,Yoshinori Horie,2,0,1,0,0,0
Marc-Andre Barriault,Krzysztof Jotko,0,0,1,7,0,4
Cristiane Justino,Felicia Spencer,5,0,1,1,0,0
Olivier Aubin-Mercier,Arman Tsarukyan,7,0,4,0,0,1
Alexis Davis,Viviane Araujo,6,0,4,1,0,0
Max Holloway,Frankie Edgar,16,0,4,17,0,7
Alexandre Pantoja,Deiveson Figueiredo,5,0,1,4,0,1
Gillian Robertson,Sarah Frota,3,0,1,0,0,1
Erik Koch,Kyle Stewart,4,0,5,0,0,1
Raquel Pennington,Irene Aldana,6,0,4,3,0,2
Rafael Dos Anjos,Leon Edwards,18,0,9,9,0,2
Alex Caceres,Steven Peterson,9,0,11,1,0,2
Alexander Hernandez,Francisco Trinaldo,2,0,1,13,0,5
James Vick,Dan Hooker,9,0,3,7,0,4
Aleksei Oleinik,Walt Harris,6,0,3,5,0,7
Andrei Arlovski,Ben Rothwell,16,0,13,6,0,5
Greg Hardy,Juan Adams,1,0,1,1,0,1
Roxanne Modafferi,Jennifer Maia,2,0,3,1,0,1
Sam Alvey,Klidson Abreu,10,0,7,0,0,1
Domingo Pilarte,Felipe Colares,0,0,0,0,0,1
Ray Borg,Gabriel Silva,5,0,4,0,0,0
Mario Bautista,Jin Soo Son,0,0,1,0,0,1
Andre Fili,Sheymon Moraes,7,0,5,2,0,2
Marvin Vettori,Cezar Ferreira,2,0,3,9,0,5
Josh Emmett,Mirsad Bektic,5,0,2,6,0,1
Julianna Pena,Nicco Montano,4,0,1,1,0,0
Mike Rodriguez,John Allan,1,0,1,0,0,0
Urijah Faber,Ricky Simon,10,0,6,3,0,0
Germaine de Randamie,Aspen Ladd,5,0,1,3,0,0
Karl Roberson,Wellington Turman,2,0,2,0,0,0
Pingyuan Liu,Jonathan Martinez,2,0,0,1,0,1
Benito Lopez,Vince Morales,1,0,1,1,0,1
Livinha Souza,Brianna Van Buren,2,0,0,0,0,0
Darren Elkins,Ryan Hall,14,0,6,3,0,0
Jorge Masvidal,Ben Askren,10,0,6,1,0,0
Marlon Vera,Nohelin Hernandez,7,0,4,0,0,0
Amanda Nunes,Holly Holm,10,0,1,5,0,4
Diego Sanchez,Michael Chiesa,18,0,11,8,0,4
Jon Jones,Thiago Santos,18,0,2,13,0,5
Gilbert Melendez,Arnold Allen,1,0,5,5,0,0
Claudia Gadelha,Randa Markos,5,0,4,5,0,6
Jan Blachowicz,Luke Rockhold,6,0,5,6,0,3
Edmen Shahbazyan,Jack Marshman,2,0,0,3,0,3
Alejandro Perez,Song Yadong,7,0,3,3,0,0
Ismail Naurdiev,Chance Rencountre,1,0,0,1,0,1
Julia Avila,Pannie Kianzad,0,0,0,0,0,1
Eryk Anders,Vinicius Moreira,3,0,4,0,0,1
Jussier Formiga,Joseph Benavidez,9,0,4,14,0,3
Roosevelt Roberts,Vinc Pichel,2,0,0,4,0,2
Francis Ngannou,Junior Dos Santos,8,0,2,15,0,4
Alonzo Menifield,Paul Craig,1,0,0,3,0,3
Drew Dober,Marco Polo Reyes,6,0,6,4,0,2
Demian Maia,Anthony Rocco Martin,20,0,9,8,0,4
Ricardo Ramos,Journey Newson,3,0,1,0,0,0
Emily Whitmire,Amanda Ribas,2,0,1,0,0,0
Dalcha Lungiambula,Dequan Townsend,0,0,0,0,0,0
Maurice Greene,Junior Albini,2,0,0,1,0,3
Jared Gordon,Dan Moret,2,0,2,0,0,2
Kevin Holland,Alessio Di Chirico,2,0,1,3,0,2
Ashley Yoder,Syuri Kondo,1,0,3,1,0,2
Matt Wiman,Luis Pena,10,0,5,2,0,1
Andrea Lee,Montana De La Rosa,2,0,0,3,0,0
Renato Moicano,Chan Sung Jung,5,0,2,4,0,2
Bryan Barberena,Randy Brown,5,0,4,4,0,3
Dan Ige,Kevin Aguilar,3,0,1,2,0,0
Andre Ewell,Anderson Dos Santos,1,0,1,0,0,1
Allen Crowder,Jairzinho Rozenstruik,1,0,1,1,0,0
Ariane Lipski,Molly McCann,0,0,1,1,0,1
Deron Winn,Eric Spicely,0,0,0,2,0,4
Aljamain Sterling,Pedro Munhoz,9,0,3,8,0,4
Tatiana Suarez,Nina Ansaroff,4,0,0,4,0,2
Tai Tuivasa,Blagoy Ivanov,3,0,1,1,0,1
Valentina Shevchenko,Jessica Eye,5,0,2,4,0,6
Jimmie Rivera,Petr Yan,6,0,2,4,0,0
Tony Ferguson,Donald Cerrone,14,0,1,23,0,8
Karolina Kowalkiewicz,Alexa Grasso,5,0,4,2,0,2
Henry Cejudo,Marlon Moraes,8,0,2,4,0,1
Yan Xiaonan,Angela Hill,3,0,0,4,0,6
Katlyn Chookagian,Joanne Calderwood,4,0,2,5,0,3
Bevon Lewis,Darren Stewart,0,0,1,2,0,5
Ricardo Lamas,Calvin Kattar,10,0,5,3,0,1
Eddie Wineland,Grigory Popov,5,0,7,0,0,0
Stevie Ray,Leonardo Santos,6,0,3,5,0,1
Tonya Evinger,Lina Lansberg,0,0,2,2,0,3
Damir Hadzovic,Christos Giagos,3,0,2,2,0,3
Makwan Amirkhani,Chris Fishgold,4,0,1,1,0,1
Alexander Gustafsson,Anthony Smith,10,0,5,7,0,4
Daniel Teymur,Sung Bin Jo,0,0,3,0,0,0
Rostem Akman,Sergey Khandozhko,0,0,0,0,0,0
Jimi Manuwa,Aleksandar Rakic,6,0,5,3,0,0
Darko Stosic,Devin Clark,1,0,0,3,0,3
Joel Alvarez,Danilo Belluardo,0,0,1,0,0,0
Nick Hein,Frank Camacho,4,0,3,1,0,3
Bea Malecki,Duda Santana,0,0,0,0,0,0
Davi Ramos,Austin Hubbard,3,0,1,0,0,0
Vicente Luque,Derrick Krantz,8,0,2,0,0,0
Rafael Dos Anjos,Kevin Lee,17,0,9,10,0,4
Aspen Ladd,Sijara Eubanks,2,0,0,2,0,0
Desmond Green,Charles Jourdain,3,0,3,0,0,0
Megan Anderson,Felicia Spencer,1,0,1,0,0,0
Antonio Carlos Junior,Ian Heinisch,7,0,3,1,0,0
Charles Oliveira,Nik Lentz,14,0,9,14,0,8
Zak Cummings,Trevin Giles,7,0,3,2,0,0
Michael Trizano,Grant Dawson,2,0,0,1,0,0
Danny Roberts,Michel Pereira,5,0,3,0,0,0
Patrick Cummins,Ed Herman,6,0,6,10,0,11
Julio Arce,Julian Erosa,2,0,1,1,0,3
Irene Aldana,Bethe Correia,2,0,2,4,0,4
Jared Cannonier,Anderson Silva,4,0,4,17,0,6
Rogerio Nogueira,Ryan Spann,6,0,5,1,0,0
Thiago Moises,Kurt Holobaugh,0,0,1,0,0,3
Jose Aldo,Alexander Volkanovski,10,0,3,6,0,0
Thiago Alves,Laureano Staropoli,15,0,10,1,0,0
Warlley Alves,Sergio Moraes,6,0,3,8,0,4
Rose Namajunas,Jessica Andrade,6,0,2,10,0,4
Raoni Barcelos,Carlos Huachin,2,0,0,0,0,0
BJ Penn,Clay Guida,12,0,14,14,0,12
Luana Carolina,Priscila Cachoeira,0,0,0,0,0,2
Talita Bernardo,Viviane Araujo,1,0,2,0,0,0
Walt Harris,Serghei Spivac,4,0,7,0,0,0
Al Iaquinta,Donald Cerrone,9,0,3,22,0,8
Marc-Andre Barriault,Andrew Sanchez,0,0,0,3,0,2
Aiemann Zahabi,Vince Morales,1,0,1,0,0,1
Derek Brunson,Elias Theodorou,9,0,5,8,0,2
Macy Chiasson,Sarah Moras,2,0,0,2,0,3
Cub Swanson,Shane Burgos,10,0,6,4,0,1
Brad Katona,Merab Dvalishvili,2,0,0,1,0,2
Nordine Taleb,Kyle Prepolec,6,0,4,0,0,0
Kyle Nelson,Matt Sayles,0,0,1,0,0,1
Arjan Bhullar,Juan Adams,2,0,1,1,0,0
